case:concept:name,concept:name,time:timestamp
08571318/2017,cecon-documentoassinadopelocontribuinte,2017-12-01 12:32:15.000
08571318/2017,cecon-distribuído,2018-05-25 19:17:56.000
08571318/2017,cecon-despachoassinado,2018-07-31 14:37:28.000
08571318/2017,cecon-aguardandociênciadocontribuinte,2018-07-31 14:37:52.000
08571318/2017,cecon-contribuinteciente,2018-08-13 10:16:30.000
08571318/2017,cecon-documentoassinadopelocontribuinte,2018-08-14 13:14:29.000
08571318/2017,cecon-documentoassinado,2018-08-21 16:03:27.000
08571318/2017,cecon-distribuído,2018-08-21 16:04:20.000
08571318/2017,cecon-regimeespecialdetributaçãoassinado,2018-08-29 15:22:46.000
08571318/2017,cotri-aguardandoanálisedocoordenador,2018-08-29 15:23:05.000
08571318/2017,cotri-regimeespecialdetributaçãoassinado,2018-08-31 09:39:37.000
08571318/2017,gabinetesecretaria-aguardandoanálisedosecretário,2018-08-31 09:39:56.000
08571318/2017,cotri-analisado,2018-08-31 09:39:56.000
08571318/2017,gabinetesecretaria-regimeespecialdetributaçãoassinado,2018-09-10 18:56:26.000
08571318/2017,gabinetesecretaria-distribuído,2018-09-11 08:15:46.000
08571318/2017,gabinetesecretaria-regimeespecialdetributaçãoassinado,2018-09-12 17:18:08.000
08571318/2017,cecon-aguardandoprovidências,2018-09-13 07:49:54.000
08571318/2017,cecon-distribuído,2018-09-13 07:50:02.000
08571318/2017,cecon-arquivado,2018-09-13 07:50:14.000
08586773/2017,cecon-protocolizado,2017-12-01 16:02:36.000
08586773/2017,cecon-aguardandodistribuição,2017-12-01 16:02:37.000
08586773/2017,cecon-documentoassinadopelocontribuinte,2017-12-04 15:28:21.000
08586773/2017,cecon-distribuído,2018-05-25 10:38:49.000
08586773/2017,cecon-despachoassinado,2018-05-28 13:37:46.000
08586773/2017,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2018-05-28 13:38:54.000
08586773/2017,cecon-contribuinteciente,2018-06-07 10:22:16.000
08586773/2017,cecon-documentoassinadopelocontribuinte,2018-06-07 16:22:06.000
08586773/2017,cecon-documentoassinado,2018-07-03 16:06:32.000
08586773/2017,cecon-despachoassinado,2018-07-03 16:06:54.000
08586773/2017,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2018-07-03 16:09:39.000
08586773/2017,cecon-documentoassinado,2018-07-09 15:35:50.000
08586773/2017,cecon-distribuído,2018-07-09 15:37:40.000
08586773/2017,cecon-documentoassinadopelocontribuinte,2018-07-11 11:34:38.000
08586773/2017,cotri-aguardandoanálisedocoordenador,2018-07-11 14:53:27.000
08586773/2017,gabinetesecretaria-aguardandoanálisedosecretário,2018-07-11 15:28:56.000
08586773/2017,cotri-analisado,2018-07-11 15:28:56.000
08586773/2017,gabinetesecretaria-distribuído,2018-07-18 14:00:25.000
08586773/2017,gabinetesecretaria-regimeespecialdetributaçãoassinado,2018-07-19 08:37:56.000
08586773/2017,cecon-aguardandoprovidências,2018-07-19 09:10:19.000
08586773/2017,cecon-distribuído,2018-07-19 09:10:25.000
08586773/2017,cecon-arquivado,2018-07-19 09:10:45.000
08602159/2017,cecon-protocolizado,2017-12-04 09:12:48.000
08602159/2017,cecon-distribuído,2017-12-04 09:12:49.000
08602159/2017,cecon-despachoassinado,2017-12-08 14:08:40.000
08602159/2017,cecon-aguardandociênciadocontribuinte,2017-12-08 14:09:47.000
08602159/2017,cecon-contribuinteciente,2017-12-19 11:54:08.000
08602159/2017,cecon-documentoassinadopelocontribuinte,2017-12-26 08:45:08.000
08602159/2017,cecon-documentoassinado,2018-01-23 12:12:11.000
08602159/2017,cecon-redistribuído,2018-01-23 12:12:36.000
08602159/2017,cotri-aguardandoanálisedocoordenador,2018-01-24 08:24:21.000
08602159/2017,gabinetesecretaria-aguardandoanálisedosecretário,2018-01-24 10:54:36.000
08602159/2017,cotri-analisado,2018-01-24 10:54:36.000
08602159/2017,gabinetesecretaria-regimeespecialdetributaçãoassinado,2018-01-29 10:44:27.000
08602159/2017,cecon-aguardandoprovidências,2018-01-29 16:14:42.000
08602159/2017,cecon-arquivado,2018-01-29 16:15:07.000
08621056/2017,cecon-protocolizado,2017-12-04 13:53:13.000
08621056/2017,cecon-aguardandodistribuição,2017-12-04 13:53:13.000
08621056/2017,cecon-distribuído,2017-12-22 13:16:23.000
08621056/2017,cecon-despachoassinado,2018-01-15 10:12:00.000
08621056/2017,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2018-01-15 10:18:34.000
08621056/2017,cecon-contribuinteciente,2018-01-15 11:54:35.000
08621056/2017,cecon-documentoassinadopelocontribuinte,2018-01-26 17:51:54.000
08621056/2017,cecon-redistribuído,2018-01-30 10:50:13.000
08621056/2017,cotri-aguardandoanálisedocoordenador,2018-01-30 12:08:32.000
08621056/2017,gabinetesecretaria-aguardandoanálisedosecretário,2018-02-05 17:38:50.000
08621056/2017,cotri-analisado,2018-02-05 17:38:50.000
08621056/2017,gabinetesecretaria-regimeespecialdetributaçãoassinado,2018-02-07 08:59:29.000
08621056/2017,cecon-aguardandoprovidências,2018-02-07 09:33:52.000
08621056/2017,cecon-arquivado,2018-02-07 09:34:19.000
08625361/2017,cecon-protocolizado,2017-12-04 14:42:21.000
08625361/2017,cecon-distribuído,2017-12-04 14:42:21.000
08625361/2017,cecon-despachoassinado,2017-12-07 11:22:06.000
08625361/2017,cexatmaracanau-aguardandoprovidências,2017-12-07 11:23:55.000
08625361/2017,cexatmaracanau-redistribuído,2018-02-22 15:18:06.000
08625361/2017,cexatmaracanau-informaçãofiscalassinada,2018-03-23 11:13:44.000
08625361/2017,cecon-aguardandoprovidências,2018-03-23 11:16:24.000
08625361/2017,cecon-analisado,2018-04-02 11:06:17.000
08625361/2017,cecon-distribuído,2018-04-02 11:06:26.000
08625361/2017,cecon-analisado,2018-04-03 15:19:45.000
08625361/2017,cotri-aguardandoanálisedocoordenador,2018-04-03 15:20:42.000
08625361/2017,cotri-analisado,2018-04-26 10:37:49.000
08625361/2017,gabinetesecretaria-aguardandoanálisedosecretário,2018-04-26 10:38:04.000
08625361/2017,gabinetesecretaria-documentoassinado,2018-05-02 19:02:04.000
08625361/2017,gabinetesecretaria-aguardandociênciadocontribuinte,2018-05-03 11:03:13.000
08625361/2017,cecon-aguardandoprovidências,2018-05-14 06:14:22.000
08625361/2017,gabinetesecretaria-analisado,2018-05-14 06:14:22.000
08625361/2017,cecon-arquivado,2018-05-14 06:15:02.000
08628573/2017,cecon-protocolizado,2017-12-04 15:13:29.000
08628573/2017,cecon-aguardandodistribuição,2017-12-04 15:13:30.000
08628573/2017,cecon-distribuído,2017-12-22 15:43:33.000
08628573/2017,cecon-despachoassinado,2017-12-26 14:59:08.000
08628573/2017,cecon-aguardandociênciadocontribuinte,2017-12-26 15:03:18.000
08628573/2017,cecon-despachoassinado,2017-12-26 15:28:21.000
08628573/2017,cecon-aguardandociênciadocontribuinte,2017-12-26 15:33:55.000
08628573/2017,cecon-contribuinteciente,2017-12-27 08:55:54.000
08628573/2017,cecon-documentoassinadopelocontribuinte,2017-12-27 15:46:47.000
08628573/2017,cecon-documentoassinado,2017-12-28 09:56:33.000
08628573/2017,cecon-redistribuído,2017-12-28 09:56:56.000
08628573/2017,cotri-aguardandoanálisedocoordenador,2017-12-29 09:19:21.000
08628573/2017,gabinetesecretaria-aguardandoanálisedosecretário,2018-01-02 12:20:49.000
08628573/2017,cotri-analisado,2018-01-02 12:20:49.000
08628573/2017,gabinetesecretaria-regimeespecialdetributaçãoassinado,2018-01-05 09:03:48.000
08628573/2017,cecon-aguardandoprovidências,2018-01-05 10:35:38.000
08628573/2017,cecon-arquivado,2018-01-05 10:36:17.000
08651192/2017,cecon-protocolizado,2017-12-05 10:47:10.000
08651192/2017,cecon-aguardandodistribuição,2017-12-05 10:47:11.000
08651192/2017,cecon-distribuído,2017-12-26 09:06:28.000
08651192/2017,cecon-despachoassinado,2017-12-26 16:44:15.000
08651192/2017,cecon-aguardandociênciadocontribuinte,2017-12-26 16:44:46.000
08651192/2017,cecon-contribuinteciente,2017-12-26 16:56:14.000
08651192/2017,cecon-documentoassinadopelocontribuinte,2017-12-27 10:29:41.000
08651192/2017,cecon-aguardandociênciadocontribuinte,2018-01-26 10:55:14.000
08651192/2017,cecon-contribuinteciente,2018-01-26 10:56:34.000
08651192/2017,cecon-documentoassinadopelocontribuinte,2018-01-26 15:13:05.000
08651192/2017,cecon-documentoassinado,2018-01-26 16:27:07.000
08651192/2017,cecon-redistribuído,2018-01-26 16:27:38.000
08651192/2017,cotri-aguardandoanálisedocoordenador,2018-01-29 16:40:05.000
08651192/2017,gabinetesecretaria-aguardandoanálisedosecretário,2018-01-30 08:58:56.000
08651192/2017,cotri-analisado,2018-01-30 08:58:56.000
08651192/2017,gabinetesecretaria-regimeespecialdetributaçãoassinado,2018-02-02 14:59:15.000
08651192/2017,cecon-aguardandoprovidências,2018-02-02 15:30:40.000
08651192/2017,cecon-arquivado,2018-02-02 15:30:55.000
08657409/2017,cecon-protocolizado,2017-12-05 11:55:01.000
08657409/2017,cecon-aguardandodistribuição,2017-12-05 11:55:02.000
08657409/2017,cecon-documentoassinadopelocontribuinte,2017-12-06 15:12:32.000
08657409/2017,cecon-distribuído,2018-05-25 19:18:43.000
08657409/2017,cecon-documentoassinado,2018-08-08 13:47:05.000
08657409/2017,cecon-distribuído,2018-08-08 13:49:02.000
08657409/2017,cotri-aguardandoanálisedocoordenador,2018-08-16 17:16:05.000
08657409/2017,cotri-regimeespecialdetributaçãoassinado,2018-08-24 09:38:30.000
08657409/2017,gabinetesecretaria-aguardandoanálisedosecretário,2018-08-24 09:39:38.000
08657409/2017,cotri-analisado,2018-08-24 09:39:38.000
08657409/2017,gabinetesecretaria-regimeespecialdetributaçãoassinado,2018-08-29 10:43:35.000
08657409/2017,gabinetesecretaria-distribuído,2018-08-29 10:58:19.000
08657409/2017,gabinetesecretaria-regimeespecialdetributaçãoassinado,2018-09-03 10:34:40.000
08657409/2017,cecon-aguardandoprovidências,2018-09-03 10:57:21.000
08657409/2017,cecon-distribuído,2018-09-03 10:57:27.000
08657409/2017,cecon-arquivado,2018-09-03 10:57:49.000
08677469/2017,cecon-protocolizado,2017-12-05 16:52:23.000
08677469/2017,cecon-aguardandodistribuição,2017-12-05 16:52:23.000
08677469/2017,cecon-distribuído,2017-12-26 09:18:58.000
08677469/2017,cecon-despachoassinado,2018-01-03 12:27:02.000
08677469/2017,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2018-01-03 12:27:53.000
08677469/2017,cecon-contribuinteciente,2018-01-03 12:32:15.000
08677469/2017,cecon-documentoassinadopelocontribuinte,2018-01-05 11:01:37.000
08677469/2017,cecon-despachoassinado,2018-02-02 11:15:20.000
08677469/2017,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2018-02-02 11:20:00.000
08677469/2017,cecon-contribuinteciente,2018-02-02 13:40:12.000
08677469/2017,cecon-documentoassinadopelocontribuinte,2018-02-06 17:27:07.000
08677469/2017,cecon-documentoassinado,2018-02-08 11:05:04.000
08677469/2017,cecon-redistribuído,2018-02-08 11:05:35.000
08677469/2017,cotri-aguardandoanálisedocoordenador,2018-02-26 10:52:06.000
08677469/2017,gabinetesecretaria-aguardandoanálisedosecretário,2018-03-02 10:23:41.000
08677469/2017,cotri-analisado,2018-03-02 10:23:41.000
08677469/2017,cecon-aguardandoprovidências,2018-08-28 11:32:45.000
08677469/2017,gabinetesecretaria-analisado,2018-08-28 11:32:45.000
08677469/2017,cecon-distribuído,2018-08-28 11:32:51.000
08677469/2017,cecon-documentoassinado,2018-08-28 13:58:51.000
08677469/2017,cecon-distribuído,2018-08-28 13:59:00.000
08677469/2017,cecon-arquivado,2018-08-28 14:18:56.000
08688045/2017,cecon-protocolizado,2017-12-06 10:06:36.000
08688045/2017,cecon-aguardandodistribuição,2017-12-06 10:06:36.000
08688045/2017,cecon-documentoassinadopelocontribuinte,2017-12-06 10:11:19.000
08688045/2017,cecon-distribuído,2018-05-25 18:55:06.000
08688045/2017,cecon-despachoassinado,2018-06-04 16:31:50.000
08688045/2017,cecon-aguardandociênciadocontribuinte,2018-06-04 16:32:24.000
08688045/2017,cecon-contribuinteciente,2018-06-04 16:35:07.000
08688045/2017,cecon-documentoassinadopelocontribuinte,2018-06-11 09:03:47.000
08688045/2017,cecon-documentoassinado,2018-07-12 16:19:36.000
08688045/2017,cecon-distribuído,2018-07-12 16:52:47.000
08688045/2017,cecon-aguardandoanálisedoconsultoria,2018-07-31 16:55:27.000
08688045/2017,cecon-distribuído,2018-07-31 16:55:32.000
08688045/2017,cotri-aguardandoanálisedocoordenador,2018-08-07 09:24:04.000
08688045/2017,gabinetesecretaria-aguardandoanálisedosecretário,2018-08-07 14:55:12.000
08688045/2017,cotri-analisado,2018-08-07 14:55:12.000
08688045/2017,gabinetesecretaria-distribuído,2018-08-20 09:10:17.000
08688045/2017,gabinetesecretaria-regimeespecialdetributaçãoassinado,2018-08-28 08:44:01.000
08688045/2017,cecon-aguardandoprovidências,2018-08-28 08:58:42.000
08688045/2017,cecon-distribuído,2018-08-28 08:58:48.000
08688045/2017,cecon-arquivado,2018-08-28 08:59:01.000
08688045/2017,cecon-desarquivado,2018-09-19 07:50:00.000
08688045/2017,cecon-distribuído,2018-09-19 07:50:28.000
08688045/2017,gabinetesecretaria-aguardandoanálisedosecretário,2018-09-19 16:29:00.000
08688045/2017,gabinetesecretaria-documentoassinado,2018-10-16 12:56:05.000
08688045/2017,gabinetesecretaria-distribuído,2018-10-16 13:42:06.000
08688045/2017,cecon-aguardandoprovidências,2018-10-16 13:42:22.000
08688045/2017,cecon-distribuído,2018-10-16 13:42:59.000
08688045/2017,cotri-aguardandoanálisedocoordenador,2018-10-19 08:21:33.000
08688045/2017,cotri-analisado,2018-10-23 15:01:09.000
08688045/2017,gabinetesecretaria-aguardandoanálisedosecretário,2018-10-23 15:01:10.000
08688045/2017,gabinetesecretaria-distribuído,2018-11-07 07:44:43.000
08688045/2017,gabinetesecretaria-regimeespecialdetributaçãoassinado,2018-11-12 11:02:46.000
08688045/2017,cecon-aguardandoprovidências,2018-11-13 08:22:57.000
08688045/2017,cecon-distribuído,2018-11-13 08:23:05.000
08688045/2017,cecon-arquivado,2018-11-13 08:23:30.000
08715573/2017,cecon-protocolizado,2017-12-06 15:55:28.000
08715573/2017,cecon-aguardandodistribuição,2017-12-06 15:55:29.000
08715573/2017,cecon-documentoassinadopelocontribuinte,2017-12-06 16:37:03.000
08715573/2017,cecon-distribuído,2018-05-25 19:23:34.000
08715573/2017,cecon-despachoassinado,2018-08-31 11:09:27.000
08715573/2017,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2018-08-31 11:09:48.000
08715573/2017,cecon-contribuinteciente,2018-08-31 15:19:46.000
08715573/2017,cecon-documentoassinadopelocontribuinte,2018-09-10 17:43:15.000
08715573/2017,cecon-documentoassinado,2018-09-21 16:02:56.000
08715573/2017,cecon-distribuído,2018-09-24 14:33:51.000
08715573/2017,cecon-despachoassinado,2018-09-24 15:31:54.000
08715573/2017,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2018-09-24 15:32:53.000
08715573/2017,cecon-contribuinteciente,2018-09-25 09:59:59.000
08715573/2017,cecon-documentoassinadopelocontribuinte,2018-09-26 17:58:17.000
08715573/2017,cotri-aguardandoanálisedocoordenador,2018-10-11 08:47:17.000
08715573/2017,gabinetesecretaria-aguardandoanálisedosecretário,2018-10-23 15:08:31.000
08715573/2017,cotri-analisado,2018-10-23 15:08:31.000
08715573/2017,gabinetesecretaria-distribuído,2018-11-05 16:26:02.000
08715573/2017,gabinetesecretaria-regimeespecialdetributaçãoassinado,2018-11-06 14:17:09.000
08715573/2017,cecon-aguardandoprovidências,2018-11-06 14:59:07.000
08715573/2017,cecon-distribuído,2018-11-06 14:59:16.000
08715573/2017,cecon-arquivado,2018-11-06 14:59:31.000
08720127/2017,cecon-protocolizado,2017-12-06 17:23:26.000
08720127/2017,cecon-aguardandodistribuição,2017-12-06 17:23:27.000
08720127/2017,cecon-distribuído,2017-12-27 09:34:34.000
08720127/2017,cecon-despachoassinado,2018-01-25 15:12:05.000
08720127/2017,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2018-01-25 15:12:44.000
08720127/2017,cecon-contribuinteciente,2018-01-25 17:22:51.000
08720127/2017,cecon-documentoassinadopelocontribuinte,2018-01-26 09:59:11.000
08720127/2017,cecon-documentoassinado,2018-01-29 16:17:21.000
08720127/2017,cecon-redistribuído,2018-01-29 16:18:36.000
08720127/2017,cotri-aguardandoanálisedocoordenador,2018-01-30 13:25:15.000
08720127/2017,gabinetesecretaria-aguardandoanálisedosecretário,2018-01-31 15:10:21.000
08720127/2017,cotri-analisado,2018-01-31 15:10:21.000
08720127/2017,gabinetesecretaria-regimeespecialdetributaçãoassinado,2018-02-07 14:29:10.000
08720127/2017,cecon-aguardandoprovidências,2018-02-07 15:44:54.000
08720127/2017,cecon-arquivado,2018-02-07 15:45:18.000
08768715/2017,cecon-protocolizado,2017-12-08 10:10:51.000
08768715/2017,cecon-distribuído,2017-12-08 10:10:51.000
08768715/2017,cecon-documentoassinadopelocontribuinte,2017-12-08 10:14:27.000
08768715/2017,cecon-despachoassinado,2017-12-11 17:09:39.000
08768715/2017,cecon-aguardandociênciadocontribuinte,2017-12-11 17:10:00.000
08768715/2017,cecon-contribuinteciente,2017-12-16 10:06:07.000
08768715/2017,cecon-documentoassinadopelocontribuinte,2017-12-20 09:40:58.000
08768715/2017,cecon-documentoassinado,2018-01-16 10:36:39.000
08768715/2017,cecon-despachoassinado,2018-01-16 10:46:04.000
08768715/2017,cecon-aguardandociênciadocontribuinte,2018-01-16 10:46:58.000
08768715/2017,cecon-contribuinteciente,2018-01-16 11:51:14.000
08768715/2017,cecon-documentoassinadopelocontribuinte,2018-01-25 18:06:48.000
08768715/2017,cecon-redistribuído,2018-02-07 14:58:19.000
08768715/2017,cotri-aguardandoanálisedocoordenador,2018-02-26 09:21:44.000
08768715/2017,gabinetesecretaria-aguardandoanálisedosecretário,2018-02-27 15:01:25.000
08768715/2017,cotri-analisado,2018-02-27 15:01:25.000
08768715/2017,gabinetesecretaria-regimeespecialdetributaçãoassinado,2018-02-28 14:56:28.000
08768715/2017,cecon-aguardandoprovidências,2018-02-28 15:17:43.000
08768715/2017,cecon-arquivado,2018-02-28 15:18:07.000
08799009/2017,cecon-protocolizado,2017-12-08 18:34:12.000
08799009/2017,cecon-aguardandodistribuição,2017-12-08 18:34:12.000
08799009/2017,cecon-distribuído,2017-12-28 11:19:23.000
08799009/2017,cecon-redistribuído,2018-01-10 14:34:23.000
08799009/2017,cecon-despachoassinado,2018-01-11 15:54:19.000
08799009/2017,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2018-01-11 15:55:52.000
08799009/2017,cecon-contribuinteciente,2018-01-12 08:09:02.000
08799009/2017,cecon-documentoassinadopelocontribuinte,2018-01-17 14:48:32.000
08799009/2017,cecon-documentoassinado,2018-01-24 15:41:48.000
08799009/2017,cecon-redistribuído,2018-01-24 15:51:02.000
08799009/2017,cotri-aguardandoanálisedocoordenador,2018-01-29 15:09:22.000
08799009/2017,cotri-analisado,2018-01-29 17:03:23.000
08799009/2017,gabinetesecretaria-aguardandoanálisedosecretário,2018-01-29 17:03:24.000
08799009/2017,gabinetesecretaria-regimeespecialdetributaçãoassinado,2018-02-01 17:19:53.000
08799009/2017,cecon-aguardandoprovidências,2018-02-02 06:35:39.000
08799009/2017,cecon-arquivado,2018-02-02 06:36:02.000
08811718/2017,cecon-protocolizado,2017-12-11 11:00:04.000
08811718/2017,cecon-aguardandodistribuição,2017-12-11 11:00:05.000
08811718/2017,cecon-documentoassinadopelocontribuinte,2017-12-12 14:46:37.000
08811718/2017,cecon-distribuído,2018-05-18 08:22:08.000
08811718/2017,cecon-despachoassinado,2018-05-23 09:11:41.000
08811718/2017,cecon-distribuído,2018-05-23 09:13:08.000
08811718/2017,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2018-06-04 15:11:26.000
08811718/2017,cecon-devolvido,2018-06-04 15:11:52.000
08811718/2017,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2018-06-05 10:37:52.000
08811718/2017,cecon-contribuinteciente,2018-06-11 16:05:38.000
08811718/2017,cecon-documentoassinadopelocontribuinte,2018-06-18 16:38:03.000
08811718/2017,cecon-distribuído,2018-07-31 09:36:35.000
08811718/2017,cecon-despachoassinado,2018-08-22 16:36:57.000
08811718/2017,cecon-aguardandoprovidências,2018-08-22 16:39:00.000
08811718/2017,cecon-documentoassinadopelocontribuinte,2018-08-29 17:39:08.000
08811718/2017,cecon-documentoassinado,2018-10-19 15:03:46.000
08811718/2017,cecon-aguardandoanálisedasupervisão,2018-10-19 15:04:54.000
08811718/2017,cecon-sobrestado,2018-10-30 15:59:38.000
08811718/2017,cecon-distribuído,2018-10-30 15:59:48.000
08811718/2017,cecon-aguardandoanálisedasupervisão,2018-10-31 14:32:59.000
08811718/2017,cecon-analisado,2018-11-06 08:56:44.000
08811718/2017,cotri-aguardandoanálisedocoordenador,2018-11-06 08:56:44.000
08811718/2017,gabinetesecretaria-aguardandoanálisedosecretário,2018-11-06 09:15:38.000
08811718/2017,cotri-analisado,2018-11-06 09:15:38.000
08811718/2017,gabinetesecretaria-distribuído,2018-11-07 07:45:57.000
08811718/2017,gabinetesecretaria-regimeespecialdetributaçãoassinado,2018-11-07 09:41:46.000
08811718/2017,cecon-aguardandoprovidências,2018-11-07 13:58:48.000
08811718/2017,cecon-distribuído,2018-11-07 13:58:56.000
08811718/2017,cecon-arquivado,2018-11-07 13:59:16.000
08835927/2017,cecon-protocolizado,2017-12-11 17:54:54.000
08835927/2017,cecon-aguardandodistribuição,2017-12-11 17:54:54.000
08835927/2017,cecon-distribuído,2017-12-29 07:43:55.000
08835927/2017,cecon-documentoassinadopelocontribuinte,2018-01-15 11:54:15.000
08835927/2017,cecon-despachoassinado,2018-02-01 11:30:50.000
08835927/2017,cecon-aguardandociênciadocontribuinte,2018-02-01 11:31:10.000
08835927/2017,cecon-contribuinteciente,2018-02-01 13:43:20.000
08835927/2017,cecon-documentoassinadopelocontribuinte,2018-02-06 11:46:50.000
08835927/2017,cecon-documentoassinado,2018-02-07 16:26:28.000
08835927/2017,cecon-redistribuído,2018-02-07 16:28:01.000
08835927/2017,cecon-aguardandoanálisedoconsultoria,2018-02-26 11:20:52.000
08835927/2017,cecon-redistribuído,2018-02-26 11:20:56.000
08835927/2017,cotri-aguardandoanálisedocoordenador,2018-02-26 15:04:31.000
08835927/2017,gabinetesecretaria-aguardandoanálisedosecretário,2018-02-27 09:57:16.000
08835927/2017,cotri-analisado,2018-02-27 09:57:16.000
08835927/2017,gabinetesecretaria-regimeespecialdetributaçãoassinado,2018-03-02 14:27:23.000
08835927/2017,cecon-aguardandoprovidências,2018-03-02 15:20:43.000
08835927/2017,cecon-arquivado,2018-03-02 15:21:14.000
08854573/2017,cecon-protocolizado,2017-12-12 11:46:03.000
08854573/2017,cecon-aguardandodistribuição,2017-12-12 11:46:03.000
08854573/2017,cecon-distribuído,2017-12-29 08:59:45.000
08854573/2017,cecon-despachoassinado,2017-12-29 09:05:59.000
08854573/2017,cecon-aguardandociênciadocontribuinte,2017-12-29 09:06:29.000
08854573/2017,cecon-contribuinteciente,2018-01-02 13:50:48.000
08854573/2017,cecon-documentoassinadopelocontribuinte,2018-01-02 14:13:56.000
08854573/2017,cecon-despachoassinado,2018-02-05 11:42:01.000
08854573/2017,cecon-aguardandoprovidências,2018-02-05 11:42:16.000
08854573/2017,cecon-documentoassinadopelocontribuinte,2018-02-06 14:05:28.000
08854573/2017,cecon-documentoassinado,2018-03-08 16:52:33.000
08854573/2017,cecon-redistribuído,2018-03-08 16:55:27.000
08854573/2017,cotri-aguardandoanálisedocoordenador,2018-03-13 10:31:47.000
08854573/2017,cotri-analisado,2018-06-18 15:04:54.000
08854573/2017,gabinetesecretaria-aguardandoanálisedosecretário,2018-06-18 15:04:55.000
08854573/2017,gabinetesecretaria-regimeespecialdetributaçãoassinado,2018-06-27 11:56:51.000
08854573/2017,cecon-aguardandoprovidências,2018-06-28 14:27:00.000
08854573/2017,cecon-arquivado,2018-06-28 14:27:22.000
08856487/2017,cecon-protocolizado,2017-12-12 12:29:55.000
08856487/2017,cecon-aguardandodistribuição,2017-12-12 12:29:56.000
08856487/2017,cecon-distribuído,2017-12-29 09:36:08.000
08856487/2017,cecon-despachoassinado,2018-01-03 14:52:05.000
08856487/2017,cecon-aguardandociênciadocontribuinte,2018-01-03 14:52:26.000
08856487/2017,cecon-contribuinteciente,2018-01-03 17:12:14.000
08856487/2017,cecon-documentoassinadopelocontribuinte,2018-01-05 14:30:50.000
08856487/2017,cecon-documentoassinado,2018-01-26 12:44:09.000
08856487/2017,cecon-redistribuído,2018-01-26 12:45:15.000
08856487/2017,cotri-aguardandoanálisedocoordenador,2018-01-30 11:11:27.000
08856487/2017,gabinetesecretaria-aguardandoanálisedosecretário,2018-02-15 15:19:01.000
08856487/2017,cotri-analisado,2018-02-15 15:19:01.000
08856487/2017,gabinetesecretaria-regimeespecialdetributaçãoassinado,2018-02-19 12:33:41.000
08856487/2017,cecon-aguardandoprovidências,2018-02-19 14:03:11.000
08856487/2017,cecon-arquivado,2018-02-19 14:03:43.000
08867101/2017,cecon-protocolizado,2017-12-12 15:13:29.000
08867101/2017,cecon-aguardandodistribuição,2017-12-12 15:13:33.000
08867101/2017,cecon-documentoassinadopelocontribuinte,2017-12-13 08:14:25.000
08867101/2017,cecon-distribuído,2018-05-25 19:20:43.000
08867101/2017,cecon-despachoassinado,2018-08-13 13:43:57.000
08867101/2017,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2018-08-13 13:46:29.000
08867101/2017,cecon-despachoassinado,2018-08-13 15:33:30.000
08867101/2017,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2018-08-13 15:33:53.000
08867101/2017,cecon-contribuinteciente,2018-09-03 14:57:46.000
08867101/2017,cecon-documentoassinado,2018-09-25 11:45:50.000
08867101/2017,cecon-distribuído,2018-09-25 11:45:58.000
08867101/2017,cecon-arquivado,2018-09-25 13:39:07.000
08895482/2017,cecon-protocolizado,2017-12-13 12:32:10.000
08895482/2017,cecon-aguardandodistribuição,2017-12-13 12:32:10.000
08895482/2017,cecon-distribuído,2018-01-04 09:00:11.000
08895482/2017,cecon-despachoassinado,2018-02-14 15:24:01.000
08895482/2017,cecon-aguardandociênciadocontribuinte,2018-02-14 15:24:28.000
08895482/2017,cecon-contribuinteciente,2018-02-15 09:35:55.000
08895482/2017,cecon-documentoassinadopelocontribuinte,2018-02-16 10:05:06.000
08895482/2017,cecon-despachoassinado,2018-02-28 14:10:59.000
08895482/2017,cecon-aguardandociênciadocontribuinte,2018-02-28 14:11:18.000
08895482/2017,cecon-contribuinteciente,2018-02-28 15:19:58.000
08895482/2017,cecon-documentoassinadopelocontribuinte,2018-03-07 08:54:23.000
08895482/2017,cecon-despachoassinado,2018-04-27 13:50:36.000
08895482/2017,cecon-aguardandociênciadocontribuinte,2018-04-27 13:51:52.000
08895482/2017,cecon-contribuinteciente,2018-04-27 15:19:33.000
08895482/2017,cecon-documentoassinadopelocontribuinte,2018-04-27 16:17:02.000
08895482/2017,cecon-documentoassinado,2018-05-08 11:23:34.000
08895482/2017,cecon-distribuído,2018-05-08 11:24:46.000
08895482/2017,cotri-aguardandoanálisedocoordenador,2018-05-09 14:33:18.000
08895482/2017,gabinetesecretaria-aguardandoanálisedosecretário,2018-05-23 16:51:24.000
08895482/2017,cotri-analisado,2018-05-23 16:51:24.000
