,identificacao,activity,number_steps_x,Unnamed: 0,CompleteTimestamp,timestamp,number_steps_y,is_first_step,timestamp_shift,duracao,tempo_restante_conclusao,tempo_passado,day,month,year,day_of_week,is_weekend,quarter,is_quarter_end,hour,minute,second,steps,activity_cat
4899,1332,8,3,3915,2012-09-05 15:13:32,2012-09-05 15:13:32,3,0,2012-09-20 21:22:50,15.256458333333333,15.256458333333333,0.0,5,9,2012,2,0,3,0,15,13,32,3,7
4900,688,8,4,1940,2011-06-30 21:15:00,2011-06-30 21:15:00,4,0,2011-07-01 21:11:32,0.9975925925925926,0.9977893518518518,0.0001967592592593,30,6,2011,3,0,2,1,21,15,0,4,7
4901,828,8,5,2379,2011-04-08 22:50:49,2011-04-08 22:50:49,5,0,2011-04-08 22:54:52,0.0028125,18.08700231481481,0.0,8,4,2011,4,0,2,0,22,50,49,5,7
4902,828,8,5,2381,2011-04-20 20:58:47,2011-04-20 20:58:47,5,0,2011-04-26 18:24:52,5.893113425925926,12.19670138888889,0.2745023148148142,20,4,2011,2,0,2,0,20,58,47,5,7
4903,2738,1,4,8154,2011-12-16 20:53:30,2011-12-16 20:53:30,4,1,2011-12-22 00:24:06,5.14625,13.163969907407408,0.0,16,12,2011,4,0,4,0,20,53,30,4,0
4904,95,6,3,244,2011-09-30 17:09:23,2011-09-30 17:09:23,3,0,0 days 00:00:00,0.0,0.8019791666666669,0.8019791666666665,30,9,2011,4,0,3,1,17,9,23,3,5
4905,1856,8,4,5525,2012-06-06 15:17:30,2012-06-06 15:17:30,4,0,2012-06-21 16:57:11,15.069224537037035,19.037881944444447,0.0,6,6,2012,2,0,2,0,15,17,30,4,7
4906,3716,8,3,11019,2010-09-20 23:42:53,2010-09-20 23:42:53,3,0,2010-09-20 23:43:02,0.0001041666666666,0.0008449074074074,0.0,20,9,2010,0,0,3,0,23,42,53,3,7
4907,3320,8,3,9898,2012-07-26 18:42:23,2012-07-26 18:42:23,3,0,2012-07-27 16:36:09,0.912337962962963,0.912337962962963,0.0,26,7,2012,3,0,3,0,18,42,23,3,7
4908,2816,6,4,8400,2010-06-15 23:09:01,2010-06-15 23:09:01,4,0,0 days 00:00:00,0.0,0.0010300925925927,0.0009490740740738,15,6,2010,1,0,2,0,23,9,1,4,5
4909,3485,6,4,10372,2012-02-09 17:39:32,2012-02-09 17:39:32,4,0,2012-02-09 17:39:32,0.0,0.0177314814814814,0.0,9,2,2012,3,0,1,0,17,39,32,4,5
4910,3485,6,4,10373,2012-02-09 17:39:32,2012-02-09 17:39:32,4,0,0 days 00:00:00,0.0,0.0007523148148148,0.0007523148148148,9,2,2012,3,0,1,0,17,39,32,4,5
4911,835,8,4,2403,2011-01-11 00:17:17,2011-01-11 00:17:17,4,0,2011-01-21 18:34:44,10.762118055555556,10.7621875,6.944444444378917e-05,11,1,2011,1,0,1,0,0,17,17,4,7
4912,1588,8,3,4702,2012-02-20 19:26:08,2012-02-20 19:26:08,3,0,2012-02-21 19:40:26,1.0099305555555556,1.0099305555555556,0.0,20,2,2012,0,0,1,0,19,26,8,3,7
4913,2893,8,3,8636,2011-11-16 18:22:29,2011-11-16 18:22:29,3,0,2011-11-16 19:48:57,0.0600462962962963,0.0600462962962963,0.0,16,11,2011,2,0,4,0,18,22,29,3,7
4914,3322,9,5,9905,2011-12-15 20:18:50,2011-12-15 20:18:50,5,0,2011-12-15 20:54:39,0.0248726851851851,4.019490740740741,0.0246296296296293,15,12,2011,3,0,4,0,20,18,50,5,8
4915,1572,6,4,4659,2010-07-28 21:36:12,2010-07-28 21:36:12,4,0,0 days 00:00:00,0.0,0.0002546296296295,0.0001504629629629,28,7,2010,2,0,3,0,21,36,12,4,5
4916,1173,8,8,3442,2010-06-30 23:24:53,2010-06-30 23:24:53,8,0,2010-07-01 17:02:51,0.7346990740740741,22.781215277777772,0.0,30,6,2010,2,0,2,1,23,24,53,8,7
4917,1173,8,8,3444,2010-07-06 17:36:29,2010-07-06 17:36:29,8,0,2010-07-06 18:36:50,0.0419097222222222,21.977986111111107,0.7346990740740758,6,7,2010,1,0,3,0,17,36,29,8,7
4918,1173,8,8,3447,2010-07-14 22:02:02,2010-07-14 22:02:02,8,0,2010-07-15 18:19:02,0.8451388888888889,16.905752314814812,5.023356481481482,14,7,2010,2,0,3,0,22,2,2,8,7
4919,2926,8,3,8742,2011-04-01 21:45:36,2011-04-01 21:45:36,3,0,2011-04-01 21:46:07,0.0003587962962962,0.2364467592592592,0.0,1,4,2011,4,0,2,0,21,45,36,3,7
4920,1909,8,3,5675,2011-12-01 00:31:32,2011-12-01 00:31:32,3,0,2011-12-01 00:51:27,0.0138310185185185,0.0138310185185185,0.0,1,12,2011,3,0,4,0,0,31,32,3,7
4921,1389,8,3,4089,2011-12-28 17:25:43,2011-12-28 17:25:43,3,0,2011-12-28 17:47:54,0.0154050925925925,0.0154050925925925,0.0,28,12,2011,2,0,4,0,17,25,43,3,7
4922,431,8,3,1201,2012-02-03 00:06:16,2012-02-03 00:06:16,3,0,2012-02-03 17:29:08,0.724212962962963,0.724212962962963,0.0,3,2,2012,4,0,1,0,0,6,16,3,7
4923,4391,6,3,13124,2011-03-09 17:25:38,2011-03-09 17:25:38,3,0,0 days 00:00:00,0.0,0.0006134259259259,0.0006134259259259,9,3,2011,2,0,1,0,17,25,38,3,5
4924,497,1,3,1382,2012-07-25 23:40:43,2012-07-25 23:40:43,3,1,2012-07-27 18:55:05,1.8016435185185184,14.928958333333334,0.0,25,7,2012,2,0,3,0,23,40,43,3,0
4925,3217,6,4,9583,2011-01-26 18:06:04,2011-01-26 18:06:04,4,0,0 days 00:00:00,0.0,4.774050925925927,4.773969907407405,26,1,2011,2,0,1,0,18,6,4,4,5
4926,3026,6,2,9005,2011-11-03 00:21:41,2011-11-03 00:21:41,2,0,0 days 00:00:00,0.0,0.0,0.0,3,11,2011,3,0,4,0,0,21,41,2,5
4927,3257,8,4,9697,2011-09-16 18:55:11,2011-09-16 18:55:11,4,0,2011-09-16 21:48:46,0.1205439814814814,5.992013888888889,0.0,16,9,2011,4,0,3,0,18,55,11,4,7
4928,1886,6,3,5613,2012-07-11 17:03:34,2012-07-11 17:03:34,3,0,0 days 00:00:00,0.0,0.0003356481481481,0.0003356481481481,11,7,2012,2,0,3,0,17,3,34,3,5
4929,1807,1,3,5360,2010-05-17 23:41:17,2010-05-17 23:41:17,3,1,2010-05-17 23:41:52,0.0004050925925925,0.0009837962962962,0.0,17,5,2010,0,0,2,0,23,41,17,3,0
4930,4400,6,6,13156,2010-12-20 17:18:58,2010-12-20 17:18:58,6,0,0 days 00:00:00,0.0,0.1145023148148149,0.1135648148148149,20,12,2010,0,0,4,0,17,18,58,6,5
4931,1551,1,3,4595,2010-10-21 17:03:54,2010-10-21 17:03:54,3,1,2010-10-26 18:32:18,5.061388888888889,5.061585648148148,0.0,21,10,2010,3,0,4,0,17,3,54,3,0
4932,3201,8,4,9533,2011-11-22 20:29:33,2011-11-22 20:29:33,4,0,2011-11-22 20:31:06,0.0010763888888888,11.742245370370371,0.0,22,11,2011,1,0,4,0,20,29,33,4,7
4933,3689,6,4,10944,2011-12-15 00:52:46,2011-12-15 00:52:46,4,0,0 days 00:00:00,0.0,6.023148148148149,5.0199189814814815,15,12,2011,3,0,4,0,0,52,46,4,5
4934,4178,3,4,12461,2011-08-10 20:19:41,2011-08-10 20:19:41,4,1,2011-08-10 20:22:47,0.0021527777777777,23.04123842592593,0.0,10,8,2011,2,0,3,0,20,19,41,4,2
4935,3105,6,4,9243,2011-12-15 01:18:42,2011-12-15 01:18:42,4,0,0 days 00:00:00,0.0,2.1125231481481483,2.112418981481481,15,12,2011,3,0,4,0,1,18,42,4,5
4936,4186,6,3,12487,2011-05-31 23:03:13,2011-05-31 23:03:13,3,0,0 days 00:00:00,0.0,0.0004745370370367,0.0004745370370367,31,5,2011,1,0,2,0,23,3,13,3,5
4937,3731,8,3,11070,2012-05-08 15:08:23,2012-05-08 15:08:23,3,0,2012-05-08 16:34:32,0.0598263888888888,0.0598263888888888,0.0,8,5,2012,1,0,2,0,15,8,23,3,7
4938,3280,8,3,9769,2011-05-23 20:25:04,2011-05-23 20:25:04,3,0,2011-05-24 17:30:14,0.8785879629629629,3.119131944444444,0.0,23,5,2011,0,0,2,0,20,25,4,3,7
4939,3807,6,4,11310,2012-05-04 15:07:03,2012-05-04 15:07:03,4,0,0 days 00:00:00,0.0,7.7925462962962975,5.0178009259259255,4,5,2012,4,0,2,0,15,7,3,4,5
4940,452,1,3,1252,2010-12-01 02:09:16,2010-12-01 02:09:16,3,1,2010-12-06 17:08:44,5.62462962962963,5.973923611111111,0.0,1,12,2010,2,0,4,0,2,9,16,3,0
4941,3109,8,3,9254,2012-06-19 16:16:38,2012-06-19 16:16:38,3,0,2012-06-19 18:54:54,0.1099074074074074,0.7051967592592593,0.0,19,6,2012,1,0,2,0,16,16,38,3,7
4942,1728,3,6,5127,2010-09-02 17:32:24,2010-09-02 17:32:24,6,1,2010-09-02 22:42:45,0.2155208333333333,6.194629629629629,0.0,2,9,2010,3,0,3,0,17,32,24,6,2
4943,3796,8,3,11271,2011-08-11 15:06:13,2011-08-11 15:06:13,3,0,2011-08-23 18:51:33,12.156481481481482,12.15648148148148,0.0,11,8,2011,3,0,3,0,15,6,13,3,7
4944,4164,6,5,12420,2011-05-11 18:54:17,2011-05-11 18:54:17,5,0,0 days 00:00:00,0.0,0.0580555555555555,0.0573148148148148,11,5,2011,2,0,2,0,18,54,17,5,5
4945,2094,6,3,6264,2011-02-21 18:46:36,2011-02-21 18:46:36,3,0,0 days 00:00:00,0.0,0.0071527777777777,0.0071527777777777,21,2,2011,0,0,1,0,18,46,36,3,5
4946,2724,9,4,8106,2011-09-28 21:10:00,2011-09-28 21:10:00,4,0,2011-09-28 22:17:24,0.0468055555555555,4.857361111111111,0.0468055555555553,28,9,2011,2,0,3,0,21,10,0,4,8
4947,716,6,4,2027,2012-03-22 20:09:33,2012-03-22 20:09:33,4,0,2012-03-22 20:09:34,1.1574074074074072e-05,0.7816898148148148,1.1574074074038876e-05,22,3,2012,3,0,1,0,20,9,33,4,5
4948,716,6,4,2028,2012-03-22 20:09:34,2012-03-22 20:09:34,4,0,0 days 00:00:00,0.0,0.1111574074074073,0.1111458333333332,22,3,2012,3,0,1,0,20,9,34,4,5
4949,1880,8,3,5599,2012-07-27 18:54:27,2012-07-27 18:54:27,3,0,2012-08-03 18:43:46,6.992581018518519,6.99258101851852,0.0,27,7,2012,4,0,3,0,18,54,27,3,7
4950,336,6,3,947,2012-04-23 17:14:28,2012-04-23 17:14:28,3,0,0 days 00:00:00,0.0,0.0001736111111112,0.0001736111111112,23,4,2012,0,0,2,0,17,14,28,3,5
4951,2031,6,3,6066,2011-10-06 16:25:52,2011-10-06 16:25:52,3,0,0 days 00:00:00,0.0,6.970219907407406,6.970219907407408,6,10,2011,3,0,4,0,16,25,52,3,5
4952,4343,8,3,12983,2012-01-10 20:06:39,2012-01-10 20:06:39,3,0,2012-01-10 20:44:15,0.0261111111111111,0.0261111111111111,0.0,10,1,2012,1,0,1,0,20,6,39,3,7
4953,4281,6,3,12792,2011-05-20 20:35:35,2011-05-20 20:35:35,3,0,0 days 00:00:00,0.0,0.0001388888888893,0.0001388888888893,20,5,2011,4,0,2,0,20,35,35,3,5
4954,1847,6,3,5496,2012-05-15 23:01:40,2012-05-15 23:01:40,3,0,0 days 00:00:00,0.0,0.6272685185185196,0.6272685185185196,15,5,2012,1,0,2,0,23,1,40,3,5
4955,2543,6,3,7587,2010-12-28 17:51:11,2010-12-28 17:51:11,3,0,0 days 00:00:00,0.0,10.920254629629628,10.92025462962963,28,12,2010,1,0,4,0,17,51,11,3,5
4956,3700,6,3,10977,2012-06-26 22:13:09,2012-06-26 22:13:09,3,0,0 days 00:00:00,0.0,0.1609837962962963,0.1609837962962963,26,6,2012,1,0,2,0,22,13,9,3,5
4957,2621,1,4,7806,2011-10-06 23:59:17,2011-10-06 23:59:17,4,1,2011-10-07 17:19:12,0.7221643518518519,40.76901620370371,0.0,6,10,2011,3,0,4,0,23,59,17,4,0
4958,1576,6,3,4671,2010-07-27 18:19:47,2010-07-27 18:19:47,3,0,0 days 00:00:00,0.0,9.2592592592311e-05,9.2592592592311e-05,27,7,2010,1,0,3,0,18,19,47,3,5
4959,2925,6,6,8740,2010-11-26 01:42:02,2010-11-26 01:42:02,6,0,0 days 00:00:00,0.0,12.086747685185184,6.209722222222222,26,11,2010,4,0,4,0,1,42,2,6,5
4960,1340,1,3,3946,2010-07-27 21:32:52,2010-07-27 21:32:52,3,1,2010-07-27 21:41:21,0.0058912037037037,0.0059722222222222,0.0,27,7,2010,1,0,3,0,21,32,52,3,0
4961,716,8,4,2026,2012-03-22 01:23:56,2012-03-22 01:23:56,4,0,2012-03-22 20:09:33,0.7816782407407408,0.892824074074074,0.0,22,3,2012,3,0,1,0,1,23,56,4,7
4962,547,1,6,1526,2010-06-30 21:04:35,2010-06-30 21:04:35,6,1,2010-06-30 21:19:19,0.0102314814814814,40.98452546296296,0.0,30,6,2010,2,0,2,1,21,4,35,6,0
4963,1060,1,3,3099,2011-09-02 21:25:55,2011-09-02 21:25:55,3,1,2011-09-14 21:30:44,12.003344907407408,17.021203703703705,0.0,2,9,2011,4,0,3,0,21,25,55,3,0
4964,360,6,3,1006,2010-03-16 18:05:38,2010-03-16 18:05:38,3,0,0 days 00:00:00,0.0,14.016296296296296,14.016296296296296,16,3,2010,1,0,1,0,18,5,38,3,5
4965,4510,1,3,13487,2010-09-20 20:59:33,2010-09-20 20:59:33,3,1,2010-09-20 22:03:37,0.0444907407407407,0.0445949074074074,0.0,20,9,2010,0,0,3,0,20,59,33,3,0
4966,4477,8,3,13392,2010-06-23 23:07:38,2010-06-23 23:07:38,3,0,2010-06-28 21:25:55,4.929363425925926,4.929363425925926,0.0,23,6,2010,2,0,2,0,23,7,38,3,7
4967,2542,6,3,7584,2012-01-21 00:39:29,2012-01-21 00:39:29,3,0,0 days 00:00:00,0.0,0.0003009259259258,0.0003009259259258,21,1,2012,5,1,1,0,0,39,29,3,5
4968,3138,1,5,9335,2011-05-10 16:46:22,2011-05-10 16:46:22,5,1,2011-05-17 23:35:03,7.283807870370371,24.194375,0.0,10,5,2011,1,0,2,0,16,46,22,5,0
4969,2574,1,4,7681,2011-06-30 15:40:13,2011-06-30 15:40:13,4,1,2011-06-30 15:52:02,0.0082060185185185,4.253032407407408,0.0,30,6,2011,3,0,2,1,15,40,13,4,0
4970,2574,1,4,7682,2011-06-30 15:52:02,2011-06-30 15:52:02,4,0,2011-07-01 16:35:26,1.030138888888889,4.244826388888889,0.0,30,6,2011,3,0,2,1,15,52,2,4,0
4971,4028,9,4,12006,2011-11-18 18:30:26,2011-11-18 18:30:26,4,0,2011-11-28 23:10:20,10.194375,14.693703703703704,3.788969907407406,18,11,2011,4,0,4,0,18,30,26,4,8
4972,4250,9,7,12685,2010-09-13 18:11:37,2010-09-13 18:11:37,7,0,2010-09-16 18:03:27,2.994328703703704,17.241724537037037,0.0001967592592606,13,9,2010,0,0,3,0,18,11,37,7,8
4973,4250,9,7,12687,2010-09-21 15:36:30,2010-09-21 15:36:30,7,0,2010-09-30 23:54:00,9.34548611111111,14.247650462962962,0.0037615740740726,21,9,2010,1,0,3,0,15,36,30,7,8
4974,4307,6,3,12875,2010-09-15 17:08:00,2010-09-15 17:08:00,3,0,0 days 00:00:00,0.0,4.7393171296296295,4.7393171296296295,15,9,2010,2,0,3,0,17,8,0,3,5
4975,3171,6,3,9444,2012-04-23 17:16:20,2012-04-23 17:16:20,3,0,0 days 00:00:00,0.0,0.0022222222222222,0.0022222222222222,23,4,2012,0,0,2,0,17,16,20,3,5
4976,1416,6,3,4172,2012-07-16 18:48:44,2012-07-16 18:48:44,3,0,0 days 00:00:00,0.0,0.0022800925925925,0.0022800925925925,16,7,2012,0,0,3,0,18,48,44,3,5
4977,2680,1,3,7973,2010-03-10 17:51:50,2010-03-10 17:51:50,3,1,2010-03-15 20:10:26,5.09625,40.94430555555555,0.0,10,3,2010,2,0,1,0,17,51,50,3,0
4978,1935,6,7,5748,2011-02-11 23:13:27,2011-02-11 23:13:27,7,0,2011-02-11 23:33:26,0.0138773148148148,16.685185185185183,0.000115740740739,11,2,2011,4,0,1,0,23,13,27,7,5
4979,1935,6,7,5752,2011-02-14 17:36:19,2011-02-14 17:36:19,7,0,0 days 00:00:00,0.0,2.988680555555554,2.751712962962962,14,2,2011,0,0,1,0,17,36,19,7,5
4980,1612,6,3,4777,2011-04-14 23:31:17,2011-04-14 23:31:17,3,0,0 days 00:00:00,0.0,0.0002199074074074,0.0002199074074074,14,4,2011,3,0,2,0,23,31,17,3,5
4981,1236,1,4,3646,2012-01-20 20:58:38,2012-01-20 20:58:38,4,1,2012-01-27 18:24:34,6.89300925925926,39.16144675925926,0.0,20,1,2012,4,0,1,0,20,58,38,4,0
4982,50,8,4,119,2012-01-16 19:59:51,2012-01-16 19:59:51,4,0,2012-01-17 01:37:54,0.2347569444444444,0.2395023148148148,0.0,16,1,2012,0,0,1,0,19,59,51,4,7
4983,4143,6,4,12367,2010-04-12 21:00:32,2010-04-12 21:00:32,4,0,0 days 00:00:00,0.0,0.0009606481481481,0.0008680555555555,12,4,2010,0,0,2,0,21,0,32,4,5
4984,3820,8,4,11349,2012-03-15 22:23:01,2012-03-15 22:23:01,4,0,2012-03-15 23:16:11,0.0369212962962963,0.037037037037037,0.0,15,3,2012,3,0,1,0,22,23,1,4,7
4985,398,9,4,1107,2012-02-01 20:39:56,2012-02-01 20:39:56,4,0,2012-02-29 02:22:35,27.237951388888888,27.26285879629629,0.0249074074074044,1,2,2012,2,0,1,0,20,39,56,4,8
4986,2584,6,5,7715,2012-05-18 22:28:04,2012-05-18 22:28:04,5,0,0 days 00:00:00,0.0,3.0547800925925923,1.665289351851852,18,5,2012,4,0,2,0,22,28,4,5,5
4987,2684,1,5,7982,2012-07-27 23:53:29,2012-07-27 23:53:29,5,1,2012-07-27 23:53:47,0.0002083333333333,2.680266203703704,0.0,27,7,2012,4,0,3,0,23,53,29,5,0
4988,2684,1,5,7983,2012-07-27 23:53:47,2012-07-27 23:53:47,5,0,2012-07-27 23:53:47,0.0,2.680266203703704,0.0,27,7,2012,4,0,3,0,23,53,47,5,0
4989,2684,1,5,7984,2012-07-27 23:53:47,2012-07-27 23:53:47,5,0,2012-07-30 16:09:53,2.6778472222222223,2.6800578703703706,0.0,27,7,2012,4,0,3,0,23,53,47,5,0
4990,2471,1,5,7376,2011-05-11 16:07:26,2011-05-11 16:07:26,5,1,2011-05-11 16:07:53,0.0003125,5.024953703703703,0.0,11,5,2011,2,0,2,0,16,7,26,5,0
4991,808,1,4,2327,2010-04-07 23:31:32,2010-04-07 23:31:32,4,0,2010-04-07 23:37:17,0.0039930555555555,1.9897916666666664,0.0,7,4,2010,2,0,2,0,23,31,32,4,0
4992,3311,6,3,9875,2010-11-15 23:58:10,2010-11-15 23:58:10,3,0,0 days 00:00:00,0.0,3.933784722222223,3.933784722222223,15,11,2010,0,0,4,0,23,58,10,3,5
4993,3450,8,7,10257,2011-06-15 18:06:37,2011-06-15 18:06:37,7,0,2011-06-16 00:02:15,0.2469675925925926,34.15287037037037,0.0,15,6,2011,2,0,2,0,18,6,37,7,7
4994,3450,8,7,10259,2011-06-16 21:07:06,2011-06-16 21:07:06,7,0,2011-06-16 21:07:16,0.0001157407407407,33.90835648148148,0.0002083333333331,16,6,2011,3,0,2,0,21,7,6,7,7
4995,3450,8,7,10261,2011-07-19 15:54:21,2011-07-19 15:54:21,7,0,2011-07-19 21:46:37,0.2446296296296296,33.27461805555556,0.2469675925925898,19,7,2011,1,0,3,0,15,54,21,7,7
4996,2568,1,3,7666,2012-02-08 17:53:51,2012-02-08 17:53:51,3,1,2012-02-08 17:54:11,0.0002314814814814,0.0003935185185185,0.0,8,2,2012,2,0,1,0,17,53,51,3,0
4997,4358,6,3,13017,2010-04-12 23:56:47,2010-04-12 23:56:47,3,0,0 days 00:00:00,0.0,0.000729166666666,0.000729166666666,12,4,2010,0,0,2,0,23,56,47,3,5
4998,78,1,3,193,2011-11-08 18:18:10,2011-11-08 18:18:10,3,1,2011-11-08 18:22:35,0.0030671296296296,27.302106481481484,0.0,8,11,2011,1,0,4,0,18,18,10,3,0
4999,294,8,3,827,2010-05-14 21:02:16,2010-05-14 21:02:16,3,0,2010-05-14 21:24:16,0.0152777777777777,0.0152777777777777,0.0,14,5,2010,4,0,2,0,21,2,16,3,7
5000,1696,1,3,5033,2012-07-02 23:40:23,2012-07-02 23:40:23,3,1,2012-07-02 23:44:29,0.0028472222222222,0.7985185185185185,0.0,2,7,2012,0,0,3,0,23,40,23,3,0
5001,2363,6,3,7047,2011-11-18 22:55:04,2011-11-18 22:55:04,3,0,0 days 00:00:00,0.0,0.0105324074074074,0.0105324074074074,18,11,2011,4,0,4,0,22,55,4,3,5
5002,3534,1,3,10530,2011-04-21 18:02:49,2011-04-21 18:02:49,3,1,2011-04-21 18:04:27,0.0011342592592592,4.969756944444444,0.0,21,4,2011,3,0,2,0,18,2,49,3,0
5003,3246,8,3,9660,2011-08-18 15:29:02,2011-08-18 15:29:02,3,0,2011-08-22 18:52:56,4.141597222222222,5.689722222222223,0.0,18,8,2011,3,0,3,0,15,29,2,3,7
5004,3602,1,3,10705,2011-07-13 23:54:00,2011-07-13 23:54:00,3,1,2011-07-19 17:13:58,5.722199074074074,5.724548611111111,0.0,13,7,2011,2,0,3,0,23,54,0,3,0
5005,4168,6,3,12430,2010-03-19 20:50:25,2010-03-19 20:50:25,3,0,0 days 00:00:00,0.0,0.0001157407407407,0.0001157407407407,19,3,2010,4,0,1,0,20,50,25,3,5
5006,2137,3,4,6379,2011-02-14 23:15:24,2011-02-14 23:15:24,4,1,2011-02-14 23:28:41,0.009224537037037,0.0094560185185185,0.0,14,2,2011,0,0,1,0,23,15,24,4,2
5007,4378,1,6,13073,2010-02-04 17:20:45,2010-02-04 17:20:45,6,1,2010-02-04 17:21:00,0.0001736111111111,13.134872685185185,0.0,4,2,2010,3,0,1,0,17,20,45,6,0
5008,4378,1,6,13074,2010-02-04 17:21:00,2010-02-04 17:21:00,6,0,2010-02-16 19:20:28,12.082962962962965,13.134768518518516,0.0,4,2,2010,3,0,1,0,17,21,0,6,0
5009,3769,6,3,11186,2012-07-31 17:03:08,2012-07-31 17:03:08,3,0,0 days 00:00:00,0.0,1.991701388888889,1.991701388888889,31,7,2012,1,0,3,0,17,3,8,3,5
5010,3340,6,3,9951,2010-10-27 21:23:12,2010-10-27 21:23:12,3,0,0 days 00:00:00,0.0,0.0285879629629629,0.0285879629629629,27,10,2010,2,0,4,0,21,23,12,3,5
5011,1912,8,4,5684,2012-04-11 20:48:55,2012-04-11 20:48:55,4,0,2012-04-11 23:30:35,0.1122685185185185,0.9834027777777778,0.0,11,4,2012,2,0,2,0,20,48,55,4,7
5012,1169,6,2,3430,2012-07-31 21:37:16,2012-07-31 21:37:16,2,0,0 days 00:00:00,0.0,0.0,0.0,31,7,2012,1,0,3,0,21,37,16,2,5
5013,4140,6,3,12356,2011-01-28 00:12:53,2011-01-28 00:12:53,3,0,0 days 00:00:00,0.0,0.0001504629629629,0.0001504629629629,28,1,2011,4,0,1,0,0,12,53,3,5
5014,2719,9,4,8091,2012-05-14 21:06:27,2012-05-14 21:06:27,4,0,2012-05-25 15:35:47,10.77037037037037,10.77050925925926,0.0001388888888893,14,5,2012,0,0,2,0,21,6,27,4,8
5015,962,1,3,2801,2012-09-28 23:42:27,2012-09-28 23:42:27,3,1,2012-10-01 18:48:57,2.7961805555555554,18.879560185185184,0.0,28,9,2012,4,0,3,0,23,42,27,3,0
5016,3533,1,5,10525,2011-06-21 21:00:31,2011-06-21 21:00:31,5,1,2011-06-21 21:00:46,0.0001736111111111,7.023993055555555,0.0,21,6,2011,1,0,2,0,21,0,31,5,0
5017,3533,1,5,10526,2011-06-21 21:00:46,2011-06-21 21:00:46,5,0,2011-06-28 16:15:31,6.801909722222222,7.023819444444444,0.0,21,6,2011,1,0,2,0,21,0,46,5,0
5018,3533,1,5,10527,2011-06-28 16:15:31,2011-06-28 16:15:31,5,0,2011-06-28 20:50:10,0.1907291666666666,6.992812499999999,0.0001736111111112,28,6,2011,1,0,2,0,16,15,31,5,0
5019,2728,1,3,8123,2010-10-27 17:28:14,2010-10-27 17:28:14,3,1,2010-10-27 17:29:09,0.000636574074074,0.1153356481481481,0.0,27,10,2010,2,0,4,0,17,28,14,3,0
5020,1067,1,3,3121,2012-02-14 19:34:26,2012-02-14 19:34:26,3,1,2012-02-14 20:48:20,0.0513194444444444,2.0461921296296297,0.0,14,2,2012,1,0,1,0,19,34,26,3,0
5021,3923,1,3,11669,2011-02-16 23:01:20,2011-02-16 23:01:20,3,1,2011-02-17 20:22:06,0.8894212962962963,1.842349537037037,0.0,16,2,2011,2,0,1,0,23,1,20,3,0
5022,2129,1,4,6353,2011-11-08 19:02:43,2011-11-08 19:02:43,4,1,2011-11-09 18:08:32,0.9623726851851852,24.145648148148148,0.0,8,11,2011,1,0,4,0,19,2,43,4,0
5023,1676,1,4,4964,2010-08-11 17:57:09,2010-08-11 17:57:09,4,0,2010-08-11 17:57:17,9.25925925925926e-05,0.0138425925925925,0.0,11,8,2010,2,0,3,0,17,57,9,4,0
5024,2099,8,3,6282,2011-09-08 22:55:55,2011-09-08 22:55:55,3,0,2011-09-09 17:29:29,0.7733101851851852,0.7733101851851852,0.0,8,9,2011,3,0,3,0,22,55,55,3,7
5025,4274,1,3,12759,2011-04-01 23:41:00,2011-04-01 23:41:00,3,1,2011-04-04 15:26:06,2.656319444444444,4.800740740740741,0.0,1,4,2011,4,0,2,0,23,41,0,3,0
5026,3948,1,4,11739,2012-05-28 15:00:49,2012-05-28 15:00:49,4,1,2012-05-29 18:44:10,1.1551041666666666,4.151030092592592,0.0,28,5,2012,0,0,2,0,15,0,49,4,0
5027,808,3,4,2326,2010-04-07 23:30:47,2010-04-07 23:30:47,4,1,2010-04-07 23:31:32,0.0005208333333333,1.9903125,0.0,7,4,2010,2,0,2,0,23,30,47,4,2
5028,218,1,7,597,2011-03-26 01:16:00,2011-03-26 01:16:00,7,1,2011-03-26 01:17:36,0.0011111111111111,13.823055555555555,0.0,26,3,2011,5,1,1,0,1,16,0,7,0
5029,551,9,4,1543,2012-07-25 15:59:53,2012-07-25 15:59:53,4,0,2012-08-03 00:07:16,8.338460648148148,8.547152777777779,0.2086921296296289,25,7,2012,2,0,3,0,15,59,53,4,8
5030,111,8,7,284,2010-06-29 23:16:26,2010-06-29 23:16:26,7,0,2010-06-30 16:05:04,0.7004398148148148,3.004513888888889,0.0,29,6,2010,1,0,2,0,23,16,26,7,7
5031,111,8,7,286,2010-06-30 22:19:00,2010-06-30 22:19:00,7,0,2010-07-01 17:00:03,0.7785069444444445,2.745925925925926,0.0525231481481482,30,6,2010,2,0,2,1,22,19,0,7,7
5032,111,8,7,288,2010-07-02 22:07:18,2010-07-02 22:07:18,7,0,2010-07-02 22:08:52,0.0010879629629629,2.227094907407407,0.700439814814815,2,7,2010,4,0,3,0,22,7,18,7,7
5033,846,6,4,2432,2010-03-15 19:21:22,2010-03-15 19:21:22,4,0,0 days 00:00:00,0.0,0.0053935185185185,0.0028009259259258,15,3,2010,0,0,1,0,19,21,22,4,5
5034,3383,8,3,10064,2012-04-20 17:36:37,2012-04-20 17:36:37,3,0,2012-04-20 19:05:40,0.0618402777777777,3.076412037037037,0.0,20,4,2012,4,0,2,0,17,36,37,3,7
