case_id,prefix,k,time_passed,recent_time,latest_time,remaining_time_days
Case 2102,assign-seriousness,0,0,0,0,34
Case 2102,assign-seriousness assign-seriousness,1,0,0,0,34
Case 2102,assign-seriousness assign-seriousness take-in-charge-ticket,2,0,1,0,33
Case 2102,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,0,0,0,33
Case 2102,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,3,3,3,29
Case 2102,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,3,3,0,29
Case 2102,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,6,32,29,29,0
Case 4195,assign-seriousness,0,0,0,0,44
Case 4195,assign-seriousness take-in-charge-ticket,1,0,0,0,44
Case 4195,assign-seriousness take-in-charge-ticket wait,2,0,0,0,43
Case 4195,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,4,4,4,39
Case 4195,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,4,4,0,39
Case 4195,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,43,39,39,0
Case 2805,insert-ticket,0,0,0,0,47
Case 2805,insert-ticket assign-seriousness,1,0,0,0,47
Case 2805,insert-ticket assign-seriousness take-in-charge-ticket,2,1,1,1,45
Case 2805,insert-ticket assign-seriousness take-in-charge-ticket assign-seriousness,3,1,1,0,45
Case 2805,insert-ticket assign-seriousness take-in-charge-ticket assign-seriousness assign-seriousness,4,1,0,0,45
Case 2805,insert-ticket assign-seriousness take-in-charge-ticket assign-seriousness assign-seriousness wait,5,1,0,0,45
Case 2805,insert-ticket assign-seriousness take-in-charge-ticket assign-seriousness assign-seriousness wait take-in-charge-ticket,6,1,0,0,45
Case 2805,insert-ticket assign-seriousness take-in-charge-ticket assign-seriousness assign-seriousness wait take-in-charge-ticket resolve-ticket,7,1,0,0,45
Case 2805,insert-ticket assign-seriousness take-in-charge-ticket assign-seriousness assign-seriousness wait take-in-charge-ticket resolve-ticket closed,8,46,45,45,0
Case 1786,assign-seriousness,0,0,0,0,40
Case 1786,assign-seriousness take-in-charge-ticket,1,0,0,0,39
Case 1786,assign-seriousness take-in-charge-ticket resolve-ticket,2,24,25,24,15
Case 1786,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,39,39,15,0
Case 4331,assign-seriousness,0,0,0,0,44
Case 4331,assign-seriousness take-in-charge-ticket,1,0,0,0,43
Case 4331,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 4331,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,0
Case 1085,assign-seriousness,0,0,0,0,48
Case 1085,assign-seriousness take-in-charge-ticket,1,3,0,3,45
Case 1085,assign-seriousness take-in-charge-ticket schedule-intervention,2,3,3,0,45
Case 1085,assign-seriousness take-in-charge-ticket schedule-intervention take-in-charge-ticket,3,3,0,0,44
Case 1085,assign-seriousness take-in-charge-ticket schedule-intervention take-in-charge-ticket wait,4,3,0,0,44
Case 1085,assign-seriousness take-in-charge-ticket schedule-intervention take-in-charge-ticket wait take-in-charge-ticket,5,3,0,0,44
Case 1085,assign-seriousness take-in-charge-ticket schedule-intervention take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,3,0,0,44
Case 1085,assign-seriousness take-in-charge-ticket schedule-intervention take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,7,47,44,44,0
Case 1581,assign-seriousness,0,0,0,0,33
Case 1581,assign-seriousness take-in-charge-ticket,1,0,0,0,33
Case 1581,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,32
Case 1581,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,33,32,0
Case 4167,assign-seriousness,0,0,0,0,33
Case 4167,assign-seriousness take-in-charge-ticket,1,0,0,0,33
Case 4167,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,32
Case 4167,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,33,32,0
Case 2280,assign-seriousness,0,0,0,0,49
Case 2280,assign-seriousness take-in-charge-ticket,1,0,0,0,49
Case 2280,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,48
Case 2280,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,48,49,48,0
Case 1864,assign-seriousness,0,0,0,0,44
Case 1864,assign-seriousness take-in-charge-ticket,1,2,0,2,41
Case 1864,assign-seriousness take-in-charge-ticket resolve-ticket,2,4,4,2,39
Case 1864,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,41,39,0
Case 2319,assign-seriousness,0,0,0,0,41
Case 2319,assign-seriousness take-in-charge-ticket,1,0,0,0,41
Case 2319,assign-seriousness take-in-charge-ticket wait,2,0,0,0,41
Case 2319,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,25,25,25,15
Case 2319,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,25,25,0,15
Case 2319,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,40,15,15,0
Case 3813,assign-seriousness,0,0,0,0,32
Case 3813,assign-seriousness take-in-charge-ticket,1,0,0,0,32
Case 3813,assign-seriousness take-in-charge-ticket wait,2,0,0,0,32
Case 3813,assign-seriousness take-in-charge-ticket wait wait,3,0,0,0,32
Case 3813,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket,4,0,0,0,32
Case 3813,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket resolve-ticket,5,2,2,2,30
Case 3813,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket resolve-ticket closed,6,32,32,30,0
Case 1899,assign-seriousness,0,0,0,0,40
Case 1899,assign-seriousness take-in-charge-ticket,1,2,0,2,37
Case 1899,assign-seriousness take-in-charge-ticket wait,2,9,10,7,29
Case 1899,assign-seriousness take-in-charge-ticket wait wait,3,9,7,0,29
Case 1899,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket,4,23,14,14,15
Case 1899,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket resolve-ticket,5,23,14,0,15
Case 1899,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket resolve-ticket closed,6,38,15,15,0
Case 4451,assign-seriousness,0,0,0,0,31
Case 4451,assign-seriousness take-in-charge-ticket,1,1,0,1,29
Case 4451,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,0,29
Case 4451,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,29,29,0
Case 2221,assign-seriousness,0,0,0,0,47
Case 2221,assign-seriousness take-in-charge-ticket,1,2,0,2,44
Case 2221,assign-seriousness take-in-charge-ticket resolve-ticket,2,2,3,0,44
Case 2221,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,13,11,11,33
Case 2221,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,4,31,29,18,15
Case 2221,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket closed,5,46,33,15,0
Case 889,assign-seriousness,0,0,0,0,44
Case 889,assign-seriousness assign-seriousness,1,0,0,0,44
Case 889,assign-seriousness assign-seriousness take-in-charge-ticket,2,0,0,0,44
Case 889,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,2,2,2,41
Case 889,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,43,44,41,0
Case 3887,assign-seriousness,0,0,0,0,47
Case 3887,assign-seriousness assign-seriousness,1,0,0,0,47
Case 3887,assign-seriousness assign-seriousness take-in-charge-ticket,2,0,0,0,47
Case 3887,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,17,17,17,30
Case 3887,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,47,47,30,0
Case 175,assign-seriousness,0,0,0,0,45
Case 175,assign-seriousness take-in-charge-ticket,1,0,0,0,45
Case 175,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,45
Case 175,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,45,45,45,0
Case 1152,assign-seriousness,0,0,0,0,31
Case 1152,assign-seriousness take-in-charge-ticket,1,1,0,1,30
Case 1152,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,0,30
Case 1152,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,31,30,30,0
Case 2838,assign-seriousness,0,0,0,0,37
Case 2838,assign-seriousness take-in-charge-ticket,1,1,0,1,35
Case 2838,assign-seriousness take-in-charge-ticket wait,2,9,10,8,27
Case 2838,assign-seriousness take-in-charge-ticket wait wait,3,12,11,3,23
Case 2838,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket,4,18,9,6,17
Case 2838,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket resolve-ticket,5,18,6,0,17
Case 2838,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket resolve-ticket closed,6,35,17,17,0
Case 3740,assign-seriousness,0,0,0,0,31
Case 3740,assign-seriousness take-in-charge-ticket,1,0,0,0,31
Case 3740,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,1,1,1,30
Case 3740,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait,3,3,3,2,27
Case 3740,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait wait,4,6,6,3,23
Case 3740,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait wait take-in-charge-ticket,5,14,12,8,15
Case 3740,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait wait take-in-charge-ticket resolve-ticket,6,14,8,0,15
Case 3740,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait wait take-in-charge-ticket resolve-ticket closed,7,29,15,15,0
Case 3940,insert-ticket,0,0,0,0,31
Case 3940,insert-ticket assign-seriousness,1,0,0,0,31
Case 3940,insert-ticket assign-seriousness take-in-charge-ticket,2,1,1,1,29
Case 3940,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,9,9,8,21
Case 3940,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket closed,4,30,29,21,0
Case 2718,assign-seriousness,0,0,0,0,31
Case 2718,assign-seriousness take-in-charge-ticket,1,1,0,1,30
Case 2718,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,0,30
Case 2718,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,31,30,30,0
Case 146,assign-seriousness,0,0,0,0,31
Case 146,assign-seriousness take-in-charge-ticket,1,0,0,0,31
Case 146,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,31
Case 146,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,31,31,31,0
Case 330,assign-seriousness,0,0,0,0,31
Case 330,assign-seriousness assign-seriousness,1,1,0,1,29
Case 330,assign-seriousness assign-seriousness take-in-charge-ticket,2,2,2,1,28
Case 330,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,2,1,0,28
Case 330,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,4,2,0,0,28
Case 330,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket closed,5,30,28,28,0
Case 1919,assign-seriousness,0,0,0,0,31
Case 1919,assign-seriousness take-in-charge-ticket,1,0,0,0,30
Case 1919,assign-seriousness take-in-charge-ticket wait,2,0,1,0,29
Case 1919,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,4,5,4,24
Case 1919,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,4,4,0,24
Case 1919,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,28,24,24,0
Case 2165,assign-seriousness,0,0,0,0,31
Case 2165,assign-seriousness take-in-charge-ticket,1,0,0,0,31
Case 2165,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 2165,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,31,30,0
Case 3508,assign-seriousness,0,0,0,0,52
Case 3508,assign-seriousness take-in-charge-ticket,1,0,0,0,52
Case 3508,assign-seriousness take-in-charge-ticket resolve-ticket,2,37,37,37,15
Case 3508,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,52,52,15,0
Case 781,assign-seriousness,0,0,0,0,58
Case 781,assign-seriousness take-in-charge-ticket,1,0,0,0,57
Case 781,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,1,0,57
Case 781,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,41,42,41,15
Case 781,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,4,41,42,0,15
Case 781,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket resolve-ticket,5,41,0,0,15
Case 781,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket resolve-ticket closed,6,56,15,15,0
Case 3788,assign-seriousness,0,0,0,0,48
Case 3788,assign-seriousness assign-seriousness,1,0,0,0,47
Case 3788,assign-seriousness assign-seriousness take-in-charge-ticket,2,0,0,0,47
Case 3788,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,0,0,0,47
Case 3788,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,47,47,47,0
Case 3722,assign-seriousness,0,0,0,0,42
Case 3722,assign-seriousness assign-seriousness,1,0,0,0,42
Case 3722,assign-seriousness assign-seriousness take-in-charge-ticket,2,0,0,0,42
Case 3722,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,42,42,42,0
Case 3722,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,42,42,0,0
Case 4321,assign-seriousness,0,0,0,0,44
Case 4321,assign-seriousness take-in-charge-ticket,1,0,0,0,43
Case 4321,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 4321,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,0
Case 450,assign-seriousness,0,0,0,0,44
Case 450,assign-seriousness take-in-charge-ticket,1,0,0,0,44
Case 450,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 450,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,44,43,0
Case 4059,assign-seriousness,0,0,0,0,44
Case 4059,assign-seriousness assign-seriousness,1,0,0,0,43
Case 4059,assign-seriousness assign-seriousness take-in-charge-ticket,2,0,0,0,43
Case 4059,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,0,0,0,43
Case 4059,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,3,3,3,40
Case 4059,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,3,3,0,40
Case 4059,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,6,43,40,40,0
Case 4092,assign-seriousness,0,0,0,0,44
Case 4092,assign-seriousness take-in-charge-ticket,1,0,0,0,43
Case 4092,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 4092,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,0
Case 428,assign-seriousness,0,0,0,0,31
Case 428,assign-seriousness take-in-charge-ticket,1,1,0,1,29
Case 428,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,0,29
Case 428,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,29,29,0
Case 1150,assign-seriousness,0,0,0,0,31
Case 1150,assign-seriousness take-in-charge-ticket,1,0,0,0,30
Case 1150,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 1150,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,30,30,0
Case 2011,assign-seriousness,0,0,0,0,59
Case 2011,assign-seriousness assign-seriousness,1,0,0,0,59
Case 2011,assign-seriousness assign-seriousness take-in-charge-ticket,2,0,0,0,58
Case 2011,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,0,0,0,58
Case 2011,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,58,58,58,0
Case 3510,assign-seriousness,0,0,0,0,32
Case 3510,assign-seriousness assign-seriousness,1,0,0,0,32
Case 3510,assign-seriousness assign-seriousness take-in-charge-ticket,2,0,0,0,32
Case 3510,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,1,1,1,31
Case 3510,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,16,16,15,16
Case 3510,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,16,15,0,15
Case 3510,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,6,31,16,15,0
Case 4019,assign-seriousness,0,0,0,0,50
Case 4019,assign-seriousness take-in-charge-ticket,1,0,0,0,50
Case 4019,assign-seriousness take-in-charge-ticket wait,2,0,0,0,50
Case 4019,assign-seriousness take-in-charge-ticket wait wait,3,0,0,0,49
Case 4019,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket,4,9,9,9,40
Case 4019,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket wait,5,9,9,0,40
Case 4019,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket wait wait,6,15,6,6,33
Case 4019,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket wait wait take-in-charge-ticket,7,22,14,7,25
Case 4019,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket wait wait take-in-charge-ticket take-in-charge-ticket,8,22,8,0,25
Case 4019,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket wait wait take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket,9,22,0,0,25
Case 4019,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket wait wait take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket resolve-ticket,10,27,5,5,19
Case 4019,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket wait wait take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket resolve-ticket closed,11,46,25,19,0
Case 208,assign-seriousness,0,0,0,0,46
Case 208,assign-seriousness take-in-charge-ticket,1,0,0,0,45
Case 208,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,45
Case 208,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,45,45,45,0
Case 4036,assign-seriousness,0,0,0,0,42
Case 4036,assign-seriousness take-in-charge-ticket,1,0,0,0,42
Case 4036,assign-seriousness take-in-charge-ticket resolve-ticket,2,27,27,27,15
Case 4036,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,42,42,15,0
Case 1662,assign-seriousness,0,0,0,0,32
Case 1662,assign-seriousness assign-seriousness,1,0,0,0,32
Case 1662,assign-seriousness assign-seriousness take-in-charge-ticket,2,0,0,0,32
Case 1662,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,16,16,16,15
Case 1662,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,31,32,15,0
Case 1278,assign-seriousness,0,0,0,0,44
Case 1278,assign-seriousness take-in-charge-ticket,1,0,0,0,43
Case 1278,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 1278,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,0
Case 1278,assign-seriousness take-in-charge-ticket resolve-ticket closed closed,4,43,43,0,0
Case 291,assign-seriousness,0,0,0,0,38
Case 291,assign-seriousness assign-seriousness,1,0,0,0,38
Case 291,assign-seriousness assign-seriousness take-in-charge-ticket,2,0,0,0,38
Case 291,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,7,7,7,30
Case 291,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,37,38,30,0
Case 4442,assign-seriousness,0,0,0,0,35
Case 4442,assign-seriousness assign-seriousness,1,1,0,1,34
Case 4442,assign-seriousness assign-seriousness assign-seriousness,2,1,1,0,34
Case 4442,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket,3,1,0,0,34
Case 4442,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket wait,4,1,0,0,34
Case 4442,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,5,4,4,3,30
Case 4442,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,6,4,3,0,30
Case 4442,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket,7,5,1,1,28
Case 4442,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,8,5,1,0,28
Case 4442,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,9,33,28,28,0
Case 774,assign-seriousness,0,0,0,0,34
Case 774,assign-seriousness assign-seriousness,1,0,0,0,34
Case 774,assign-seriousness assign-seriousness take-in-charge-ticket,2,0,0,0,34
Case 774,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,0,0,0,33
Case 774,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,33,34,33,0
Case 2513,assign-seriousness,0,0,0,0,44
Case 2513,assign-seriousness take-in-charge-ticket,1,0,0,0,43
Case 2513,assign-seriousness take-in-charge-ticket resolve-ticket,2,11,11,11,32
Case 2513,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,32,0
Case 2784,assign-seriousness,0,0,0,0,44
Case 2784,assign-seriousness take-in-charge-ticket,1,12,0,12,31
Case 2784,assign-seriousness take-in-charge-ticket resolve-ticket,2,12,12,0,31
Case 2784,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,31,31,0
Case 53,assign-seriousness,0,0,0,0,50
Case 53,assign-seriousness take-in-charge-ticket,1,0,0,0,49
Case 53,assign-seriousness take-in-charge-ticket wait,2,13,14,13,36
Case 53,assign-seriousness take-in-charge-ticket wait wait,3,13,13,0,36
Case 53,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket,4,13,0,0,35
Case 53,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket resolve-ticket,5,18,6,5,30
Case 53,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket resolve-ticket closed,6,48,35,30,0
Case 163,assign-seriousness,0,0,0,0,44
Case 163,assign-seriousness take-in-charge-ticket,1,12,0,12,31
Case 163,assign-seriousness take-in-charge-ticket resolve-ticket,2,12,12,0,31
Case 163,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,31,31,0
Case 3463,assign-seriousness,0,0,0,0,44
Case 3463,assign-seriousness take-in-charge-ticket,1,0,0,0,43
Case 3463,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 3463,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,0
Case 4128,insert-ticket,0,0,0,0,39
Case 4128,insert-ticket assign-seriousness,1,0,0,0,39
Case 4128,insert-ticket assign-seriousness take-in-charge-ticket,2,0,0,0,39
Case 4128,insert-ticket assign-seriousness take-in-charge-ticket wait,3,0,0,0,39
Case 4128,insert-ticket assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,0,0,0,38
Case 4128,insert-ticket assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,5,0,0,0,38
Case 4128,insert-ticket assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket,6,0,0,0,38
Case 4128,insert-ticket assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,7,0,0,0,38
Case 4128,insert-ticket assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,8,38,38,38,0
Case 4203,assign-seriousness,0,0,0,0,45
Case 4203,assign-seriousness take-in-charge-ticket,1,8,0,8,37
Case 4203,assign-seriousness take-in-charge-ticket resolve-ticket,2,8,8,0,37
Case 4203,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,45,37,37,0
Case 713,insert-ticket,0,0,0,0,33
Case 713,insert-ticket assign-seriousness,1,0,0,0,33
Case 713,insert-ticket assign-seriousness take-in-charge-ticket,2,0,0,0,33
Case 713,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,18,18,18,15
Case 713,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket closed,4,33,33,15,0
Case 260,assign-seriousness,0,0,0,0,43
Case 260,assign-seriousness assign-seriousness,1,0,0,0,43
Case 260,assign-seriousness assign-seriousness take-in-charge-ticket,2,0,0,0,42
Case 260,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,27,28,27,15
Case 260,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,42,42,15,0
Case 3193,assign-seriousness,0,0,0,0,33
Case 3193,assign-seriousness take-in-charge-ticket,1,0,0,0,32
Case 3193,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,1,0,31
Case 3193,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,31,32,31,0
Case 3595,assign-seriousness,0,0,0,0,32
Case 3595,assign-seriousness wait,1,2,0,2,30
Case 3595,assign-seriousness wait take-in-charge-ticket,2,2,2,0,30
Case 3595,assign-seriousness wait take-in-charge-ticket wait,3,2,0,0,30
Case 3595,assign-seriousness wait take-in-charge-ticket wait take-in-charge-ticket,4,6,4,4,25
Case 3595,assign-seriousness wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,6,4,0,25
Case 3595,assign-seriousness wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,6,31,25,25,0
Case 4462,assign-seriousness,0,0,0,0,32
Case 4462,assign-seriousness take-in-charge-ticket,1,0,0,0,32
Case 4462,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,31
Case 4462,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,31,32,31,0
Case 2444,assign-seriousness,0,0,0,0,45
Case 2444,assign-seriousness take-in-charge-ticket,1,1,0,1,44
Case 2444,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,0,44
Case 2444,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,45,44,44,0
Case 948,assign-seriousness,0,0,0,0,32
Case 948,assign-seriousness wait,1,1,0,1,31
Case 948,assign-seriousness wait take-in-charge-ticket,2,1,1,0,30
Case 948,assign-seriousness wait take-in-charge-ticket wait,3,1,0,0,30
Case 948,assign-seriousness wait take-in-charge-ticket wait take-in-charge-ticket,4,1,0,0,30
Case 948,assign-seriousness wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,1,0,0,30
Case 948,assign-seriousness wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,6,31,30,30,0
Case 1232,assign-seriousness,0,0,0,0,45
Case 1232,assign-seriousness take-in-charge-ticket,1,1,0,1,44
Case 1232,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,0,44
Case 1232,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,45,44,44,0
Case 3365,assign-seriousness,0,0,0,0,32
Case 3365,assign-seriousness take-in-charge-ticket,1,1,0,1,31
Case 3365,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,0,31
Case 3365,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,31,31,0
Case 231,assign-seriousness,0,0,0,0,45
Case 231,assign-seriousness assign-seriousness,1,1,0,1,43
Case 231,assign-seriousness assign-seriousness take-in-charge-ticket,2,1,1,0,43
Case 231,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,1,0,0,43
Case 231,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,44,43,43,0
Case 640,assign-seriousness,0,0,0,0,38
Case 640,assign-seriousness take-in-charge-ticket,1,23,0,23,15
